ingredient_a,ingredient_b,score,shared_compounds,key_compounds,explanation
anise-brandy,black-tea,0.497,8,2-Methylhexanoic Acid;2-Acetylpyridine;Pyridine;cis-3-Hexenyl acetate;Dimethyl trisulfide,Good pairing with 8 shared flavor compounds including 2-Methylhexanoic Acid
apple-brandy,armagnac-brandy,1.0,51,Thiazole;4-isopropylbenzaldehyde;2-Methylhexanoic Acid;Ethyl dodecanoate;2-Furaldehyde,Excellent pairing with 51 shared flavor compounds including Thiazole
apple-brandy,blackberry-brandy,1.0,50,Thiazole;4-isopropylbenzaldehyde;2-Methylhexanoic Acid;Ethyl dodecanoate;2-Furaldehyde,Excellent pairing with 50 shared flavor compounds including Thiazole
apple-brandy,cherry-brandy,1.0,52,Thiazole;4-isopropylbenzaldehyde;2-Methylhexanoic Acid;Ethyl dodecanoate;2-Furaldehyde,Excellent pairing with 52 shared flavor compounds including Thiazole
apple-brandy,cognac-brandy,0.964,67,Thiazole;4-isopropylbenzaldehyde;2-Methylhexanoic Acid;Ethyl dodecanoate;Isopentyl hexanoate,Excellent pairing with 67 shared flavor compounds including Thiazole
apple-brandy,papaya-brandy,1.0,50,Thiazole;4-isopropylbenzaldehyde;2-Methylhexanoic Acid;Ethyl dodecanoate;2-Furaldehyde,Excellent pairing with 50 shared flavor compounds including Thiazole
apple-brandy,pear-brandy,1.0,56,Thiazole;4-isopropylbenzaldehyde;2-Methylhexanoic Acid;Ethyl dodecanoate;Isopentyl hexanoate,Excellent pairing with 56 shared flavor compounds including Thiazole
apple-brandy,plum-brandy,1.0,56,Thiazole;4-isopropylbenzaldehyde;2-Methylhexanoic Acid;Ethyl dodecanoate;Isopentyl hexanoate,Excellent pairing with 56 shared flavor compounds including Thiazole
apple-brandy,raspberry-brandy,1.0,50,Thiazole;4-isopropylbenzaldehyde;2-Methylhexanoic Acid;Ethyl dodecanoate;2-Furaldehyde,Excellent pairing with 50 shared flavor compounds including Thiazole
apple-brandy,weinbrand-brandy,1.0,50,Thiazole;4-isopropylbenzaldehyde;2-Methylhexanoic Acid;Ethyl dodecanoate;2-Furaldehyde,Excellent pairing with 50 shared flavor compounds including Thiazole
apple-brandy,gin,0.57,7,1-propanol;Heptanoic Acid;nerol;2-Methyl-1-propanol;Methyl Acetate,Good pairing with 7 shared flavor compounds including 1-propanol
apple-brandy,rum,0.857,48,Thiazole;Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;octanoic acid,Excellent pairing with 48 shared flavor compounds including Thiazole
apple-brandy,whisky,0.895,36,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;octanoic acid;1-octanol,Excellent pairing with 36 shared flavor compounds including Ethyl dodecanoate
apple-brandy,bourbon-whisky,0.893,37,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;octanoic acid;1-octanol,Excellent pairing with 37 shared flavor compounds including Ethyl dodecanoate
apple-brandy,canadian-whisky,0.901,36,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;octanoic acid;1-octanol,Excellent pairing with 36 shared flavor compounds including Ethyl dodecanoate
apple-brandy,finnish-whisky,0.906,38,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;octanoic acid;1-octanol,Excellent pairing with 38 shared flavor compounds including Ethyl dodecanoate
apple-brandy,japanese-whisky,0.889,36,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;octanoic acid;1-octanol,Excellent pairing with 36 shared flavor compounds including Ethyl dodecanoate
apple-brandy,malt-whisky,0.904,42,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;octanoic acid;1-octanol,Excellent pairing with 42 shared flavor compounds including Ethyl dodecanoate
apple-brandy,scotch-whisky,0.886,38,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;octanoic acid;1-octanol,Excellent pairing with 38 shared flavor compounds including Ethyl dodecanoate
apple-brandy,wine,0.876,43,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;octanoic acid;1-octanol,Excellent pairing with 43 shared flavor compounds including Ethyl dodecanoate
apple-brandy,bilberry-wine,0.918,43,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;octanoic acid;1-octanol,Excellent pairing with 43 shared flavor compounds including Ethyl dodecanoate
apple-brandy,botrytized-wine,0.912,43,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;octanoic acid;1-octanol,Excellent pairing with 43 shared flavor compounds including Ethyl dodecanoate
apple-brandy,champagne,0.913,42,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;octanoic acid;1-octanol,Excellent pairing with 42 shared flavor compounds including Ethyl dodecanoate
apple-brandy,cider,0.929,35,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;Isoamyl propionate;1-octanol,Excellent pairing with 35 shared flavor compounds including Ethyl dodecanoate
apple-brandy,plum-wine,0.919,43,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;octanoic acid;1-octanol,Excellent pairing with 43 shared flavor compounds including Ethyl dodecanoate
apple-brandy,port-wine,0.929,47,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;octanoic acid;Isobutyl butyrate,Excellent pairing with 47 shared flavor compounds including Ethyl dodecanoate
apple-brandy,red-wine,0.897,48,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;octanoic acid;Isoamyl propionate,Excellent pairing with 48 shared flavor compounds including Ethyl dodecanoate
apple-brandy,rose-wine,0.911,43,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;octanoic acid;1-octanol,Excellent pairing with 43 shared flavor compounds including Ethyl dodecanoate
apple-brandy,sake,0.481,6,1-propanol;Heptanoic Acid;Isovaleric Acid;Ethyl Undecanoate;octanoic acid,Good pairing with 6 shared flavor compounds including 1-propanol
apple-brandy,sherry,0.88,49,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;octanoic acid;1-octanol,Excellent pairing with 49 shared flavor compounds including Ethyl dodecanoate
apple-brandy,sparkling-wine,0.905,44,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;octanoic acid;1-octanol,Excellent pairing with 44 shared flavor compounds including Ethyl dodecanoate
apple-brandy,strawberry-wine,0.922,44,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;octanoic acid;1-octanol,Excellent pairing with 44 shared flavor compounds including Ethyl dodecanoate
apple-brandy,white-wine,0.833,50,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;octanoic acid;Isoamyl propionate,Excellent pairing with 50 shared flavor compounds including Ethyl dodecanoate
apple-brandy,coffee,0.576,27,Thiazole;2-Furaldehyde;Methyl 2-furoate;octanoic acid;1-Hexanol,Good pairing with 27 shared flavor compounds including Thiazole
apple-brandy,mate,0.413,5,2-Heptanone;nerol;beta-Cyclocitral;6-Methyl-5-Hepten-2-One;2-Phenylethanol,Good pairing with 5 shared flavor compounds including 2-Heptanone
apple-brandy,black-tea,0.514,10,"2-Methylhexanoic Acid;2-Acetylpyridine;2,4-Dimethylbenzaldehyde;Pyridine;Styrene",Good pairing with 10 shared flavor compounds including 2-Methylhexanoic Acid
armagnac-brandy,blackberry-brandy,1.0,50,Thiazole;4-isopropylbenzaldehyde;2-Methylhexanoic Acid;Ethyl dodecanoate;2-Furaldehyde,Excellent pairing with 50 shared flavor compounds including Thiazole
armagnac-brandy,cherry-brandy,1.0,50,Thiazole;4-isopropylbenzaldehyde;2-Methylhexanoic Acid;Ethyl dodecanoate;2-Furaldehyde,Excellent pairing with 50 shared flavor compounds including Thiazole
armagnac-brandy,cognac-brandy,0.899,51,Thiazole;4-isopropylbenzaldehyde;2-Methylhexanoic Acid;Ethyl dodecanoate;2-Furaldehyde,Excellent pairing with 51 shared flavor compounds including Thiazole
armagnac-brandy,papaya-brandy,1.0,50,Thiazole;4-isopropylbenzaldehyde;2-Methylhexanoic Acid;Ethyl dodecanoate;2-Furaldehyde,Excellent pairing with 50 shared flavor compounds including Thiazole
armagnac-brandy,pear-brandy,1.0,51,Thiazole;4-isopropylbenzaldehyde;2-Methylhexanoic Acid;Ethyl dodecanoate;2-Furaldehyde,Excellent pairing with 51 shared flavor compounds including Thiazole
armagnac-brandy,plum-brandy,1.0,51,Thiazole;4-isopropylbenzaldehyde;2-Methylhexanoic Acid;Ethyl dodecanoate;2-Furaldehyde,Excellent pairing with 51 shared flavor compounds including Thiazole
armagnac-brandy,raspberry-brandy,1.0,50,Thiazole;4-isopropylbenzaldehyde;2-Methylhexanoic Acid;Ethyl dodecanoate;2-Furaldehyde,Excellent pairing with 50 shared flavor compounds including Thiazole
armagnac-brandy,weinbrand-brandy,1.0,50,Thiazole;4-isopropylbenzaldehyde;2-Methylhexanoic Acid;Ethyl dodecanoate;2-Furaldehyde,Excellent pairing with 50 shared flavor compounds including Thiazole
armagnac-brandy,gin,0.661,7,1-propanol;Heptanoic Acid;nerol;2-Methyl-1-propanol;Methyl Acetate,Strong pairing with 7 shared flavor compounds including 1-propanol
armagnac-brandy,rum,0.774,35,Thiazole;Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol,Strong pairing with 35 shared flavor compounds including Thiazole
armagnac-brandy,whisky,0.852,28,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 28 shared flavor compounds including Ethyl dodecanoate
armagnac-brandy,bourbon-whisky,0.852,29,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 29 shared flavor compounds including Ethyl dodecanoate
armagnac-brandy,canadian-whisky,0.859,28,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 28 shared flavor compounds including Ethyl dodecanoate
armagnac-brandy,finnish-whisky,0.869,30,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 30 shared flavor compounds including Ethyl dodecanoate
armagnac-brandy,japanese-whisky,0.845,28,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 28 shared flavor compounds including Ethyl dodecanoate
armagnac-brandy,malt-whisky,0.824,30,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 30 shared flavor compounds including Ethyl dodecanoate
armagnac-brandy,scotch-whisky,0.845,30,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 30 shared flavor compounds including Ethyl dodecanoate
armagnac-brandy,wine,0.829,34,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 34 shared flavor compounds including Ethyl dodecanoate
armagnac-brandy,bilberry-wine,0.865,33,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 33 shared flavor compounds including Ethyl dodecanoate
armagnac-brandy,botrytized-wine,0.859,33,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 33 shared flavor compounds including Ethyl dodecanoate
armagnac-brandy,champagne,0.869,33,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 33 shared flavor compounds including Ethyl dodecanoate
armagnac-brandy,cider,0.781,20,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Strong pairing with 20 shared flavor compounds including Ethyl dodecanoate
armagnac-brandy,plum-wine,0.878,34,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 34 shared flavor compounds including Ethyl dodecanoate
armagnac-brandy,port-wine,0.863,35,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 35 shared flavor compounds including Ethyl dodecanoate
armagnac-brandy,red-wine,0.808,34,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 34 shared flavor compounds including Ethyl dodecanoate
armagnac-brandy,rose-wine,0.868,34,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 34 shared flavor compounds including Ethyl dodecanoate
armagnac-brandy,sake,0.542,6,1-propanol;Heptanoic Acid;Isovaleric Acid;Ethyl Undecanoate;octanoic acid,Good pairing with 6 shared flavor compounds including 1-propanol
armagnac-brandy,sherry,0.801,36,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 36 shared flavor compounds including Ethyl dodecanoate
armagnac-brandy,sparkling-wine,0.853,34,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 34 shared flavor compounds including Ethyl dodecanoate
armagnac-brandy,strawberry-wine,0.861,33,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 33 shared flavor compounds including Ethyl dodecanoate
armagnac-brandy,white-wine,0.733,35,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Strong pairing with 35 shared flavor compounds including Ethyl dodecanoate
armagnac-brandy,coffee,0.562,24,Thiazole;2-Furaldehyde;Methyl 2-furoate;octanoic acid;1-Hexanol,Good pairing with 24 shared flavor compounds including Thiazole
armagnac-brandy,mate,0.312,3,nerol;2-Heptanone;2-Phenylethanol,"Subtle pairing; both contain nerol, 2-Heptanone and 2-Phenylethanol"
armagnac-brandy,black-tea,0.497,8,2-Methylhexanoic Acid;2-Acetylpyridine;Pyridine;cis-3-Hexenyl acetate;Dimethyl trisulfide,Good pairing with 8 shared flavor compounds including 2-Methylhexanoic Acid
blackberry-brandy,cherry-brandy,1.0,50,Thiazole;4-isopropylbenzaldehyde;2-Methylhexanoic Acid;Ethyl dodecanoate;2-Furaldehyde,Excellent pairing with 50 shared flavor compounds including Thiazole
blackberry-brandy,cognac-brandy,0.892,50,Thiazole;4-isopropylbenzaldehyde;2-Methylhexanoic Acid;Ethyl dodecanoate;2-Furaldehyde,Excellent pairing with 50 shared flavor compounds including Thiazole
blackberry-brandy,papaya-brandy,1.0,50,Thiazole;4-isopropylbenzaldehyde;2-Methylhexanoic Acid;Ethyl dodecanoate;2-Furaldehyde,Excellent pairing with 50 shared flavor compounds including Thiazole
blackberry-brandy,pear-brandy,1.0,50,Thiazole;4-isopropylbenzaldehyde;2-Methylhexanoic Acid;Ethyl dodecanoate;2-Furaldehyde,Excellent pairing with 50 shared flavor compounds including Thiazole
blackberry-brandy,plum-brandy,1.0,50,Thiazole;4-isopropylbenzaldehyde;2-Methylhexanoic Acid;Ethyl dodecanoate;2-Furaldehyde,Excellent pairing with 50 shared flavor compounds including Thiazole
blackberry-brandy,raspberry-brandy,1.0,50,Thiazole;4-isopropylbenzaldehyde;2-Methylhexanoic Acid;Ethyl dodecanoate;2-Furaldehyde,Excellent pairing with 50 shared flavor compounds including Thiazole
blackberry-brandy,weinbrand-brandy,1.0,50,Thiazole;4-isopropylbenzaldehyde;2-Methylhexanoic Acid;Ethyl dodecanoate;2-Furaldehyde,Excellent pairing with 50 shared flavor compounds including Thiazole
blackberry-brandy,gin,0.611,6,Heptanoic Acid;nerol;2-Methyl-1-propanol;Methyl Acetate;1-Hexanol,Strong pairing with 6 shared flavor compounds including Heptanoic Acid
blackberry-brandy,rum,0.774,35,Thiazole;Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol,Strong pairing with 35 shared flavor compounds including Thiazole
blackberry-brandy,whisky,0.852,28,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 28 shared flavor compounds including Ethyl dodecanoate
blackberry-brandy,bourbon-whisky,0.839,28,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 28 shared flavor compounds including Ethyl dodecanoate
blackberry-brandy,canadian-whisky,0.859,28,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 28 shared flavor compounds including Ethyl dodecanoate
blackberry-brandy,finnish-whisky,0.869,30,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 30 shared flavor compounds including Ethyl dodecanoate
blackberry-brandy,japanese-whisky,0.858,29,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 29 shared flavor compounds including Ethyl dodecanoate
blackberry-brandy,malt-whisky,0.812,29,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 29 shared flavor compounds including Ethyl dodecanoate
blackberry-brandy,scotch-whisky,0.845,30,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 30 shared flavor compounds including Ethyl dodecanoate
blackberry-brandy,wine,0.818,33,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 33 shared flavor compounds including Ethyl dodecanoate
blackberry-brandy,bilberry-wine,0.854,32,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 32 shared flavor compounds including Ethyl dodecanoate
blackberry-brandy,botrytized-wine,0.848,32,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 32 shared flavor compounds including Ethyl dodecanoate
blackberry-brandy,champagne,0.858,32,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 32 shared flavor compounds including Ethyl dodecanoate
blackberry-brandy,cider,0.762,19,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Strong pairing with 19 shared flavor compounds including Ethyl dodecanoate
blackberry-brandy,plum-wine,0.867,33,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 33 shared flavor compounds including Ethyl dodecanoate
blackberry-brandy,port-wine,0.853,34,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 34 shared flavor compounds including Ethyl dodecanoate
blackberry-brandy,red-wine,0.797,33,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Strong pairing with 33 shared flavor compounds including Ethyl dodecanoate
blackberry-brandy,rose-wine,0.868,34,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 34 shared flavor compounds including Ethyl dodecanoate
blackberry-brandy,sake,0.494,5,Heptanoic Acid;Isovaleric Acid;Ethyl Undecanoate;octanoic acid;Isobutyl Acetate,Good pairing with 5 shared flavor compounds including Heptanoic Acid
blackberry-brandy,sherry,0.791,35,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Strong pairing with 35 shared flavor compounds including Ethyl dodecanoate
blackberry-brandy,sparkling-wine,0.842,33,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 33 shared flavor compounds including Ethyl dodecanoate
blackberry-brandy,strawberry-wine,0.85,32,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 32 shared flavor compounds including Ethyl dodecanoate
blackberry-brandy,white-wine,0.722,34,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Strong pairing with 34 shared flavor compounds including Ethyl dodecanoate
blackberry-brandy,coffee,0.562,24,Thiazole;2-Furaldehyde;Methyl 2-furoate;octanoic acid;1-Hexanol,Good pairing with 24 shared flavor compounds including Thiazole
blackberry-brandy,mate,0.312,3,nerol;2-Heptanone;2-Phenylethanol,"Subtle pairing; both contain nerol, 2-Heptanone and 2-Phenylethanol"
